"document_date","po_number","line_number","supplier_id","supplier_name","pro_class","pro_class_description","desc_goods","service","expense_area","po_value"
"2017-08-21","ZZP277216","1","7820","Greater Manchester GMUTC","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","HIP Carriageways - On Site","2208.52"
"2017-08-21","ZZP277216","2","7820","Greater Manchester GMUTC","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","HIP Carriageways - On Site","1227"
"2017-08-21","ZZP277216","3","7820","Greater Manchester GMUTC","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","HIP Carriageways - On Site","4410.81"
"2017-08-21","ZZP277224","1","2438","J Greenwood (Builders) Ltd","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Capital Expenditure","Bramall Hall Phase 2 – Capital Works","8170"
"2017-08-21","ZZP277230","1","5835","Virgin Media Access Network Pl","230000","Highway Equipment & Materials    ","Highways Maintenance","Capital Expenditure","5079 Brighton Rd S278 Scarborough - Design","20855.2"
"2017-08-21","ZZP277232","1","683","AECOM Limited","150000","Consultancy   ","Professional Fees","Capital Expenditure","TAMP Development & Monitoring - Feasibility","5000"
"2017-08-21","ZZP277233","1","2025","BT Plc","230000","Highway Equipment & Materials    ","Highways Maintenance","Capital Expenditure","5079 Brighton Rd S278 Scarborough - Design","50784.6"
"2017-08-21","ZZP277234","1","12200","Cadent Gas Limited","230000","Highway Equipment & Materials    ","Highways Maintenance","Capital Expenditure","5079 Brighton Rd S278 Scarborough - Design","18297.6"
"2017-08-21","ZZP277235","1","5464","ELECTRICITY NORTH WEST LIMITED","230000","Highway Equipment & Materials    ","Highways Maintenance","Capital Expenditure","5079 Brighton Rd S278 Scarborough - Design","44706.5"
"2017-08-22","ZZP277260","1","12227","Statutory Nuisance Solutions","260000","Human Resources  ","Staff Training","Services to Place","Environment-District Group","6950"
"2017-08-22","ZZP277295","1","3529","Solutions SK Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","004 A6 Viaduct Waterproofing - On Site","24959.2"
"2017-08-23","ZZP277328","1","10540","Colliers International Valuati","280000","Legal Services  ","Legal Fees","Services to Place","Bridgefield Consultancy Budget","8000"
"2017-08-23","ZZP277393","1","9543","Carillion (AMBS) Ltd","260000","Human Resources  ","Other Payments","Services to Place","Town Centre Development Team","102196"
"2017-08-24","ZZP277428","1","5292","NPOWER (Electricity)","370000","Utilities   ","Utilities","Services to Place","HIGHWAYS-ARDEN FOOTBRIDGE","10000"
"2017-08-24","ZZP277430","1","3529","Solutions SK Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","5079 Brighton Rd S278 Scarborough - On Site","23547.4"
"2017-08-24","ZZP277435","1","3529","Solutions SK Ltd","240000","Horticultural  ","Grounds Maintenance","Capital Expenditure","Bellway Homes - Family Fun Area Peel Moat","24424.2"
"2017-08-24","ZZP277436","1","221","Ludus Leisure Ltd","240000","Horticultural  ","Grounds Maintenance","Capital Expenditure","Bellway Homes - Family Fun Area Peel Moat","19999"
"2017-08-24","ZZP277451","1","8010","GROUNDWORK & LEISURE SERVIC","240000","Horticultural  ","Grounds Maintenance","Capital Expenditure","Schemes In Parks","74263.7"
"2017-08-24","ZZP277452","1","8010","GROUNDWORK & LEISURE SERVIC","240000","Horticultural  ","Grounds Maintenance","Capital Expenditure","Schemes In Parks","78211"
"2017-08-24","ZZP277453","1","3529","Solutions SK Ltd","240000","Horticultural  ","Grounds Maintenance","Services to Place","CYPD works","20943.5"
"2017-08-24","ZZP277463","1","12239","Shoosmiths LLP","280000","Legal Services  ","Legal Fees","Capital Expenditure","STCAP 02 Phase 2 - Project Dev, Mangmt & Mon - Fea","48600"
"2017-08-25","ZZP277481","1","3707","Salford City Council/Finance","999999","Third party payments - Public Sector","Third party payments - Public Sector","Services to Place","Air Group","20000"
"2017-08-25","ZZP277482","1","5214","WSP GROUP PLC","150000","Consultancy   ","Professional Fees","Services to Place","ECS-Head of Engineering Consultancy Services","20000"
"2017-08-25","ZZP277484","1","6748","GEORGE COX & SONS LTD","390000","Supplies and services","Supplies and services","Services to Place","ECS-Buildings Team","13527"
"2017-08-29","ZZP277502","1","1113","Maysand Ltd","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Services to Place","Landscape Dev-Werneth Ward Open Spaces","16519.6"
"2017-08-29","ZZP277504","1","176","Lexis Nexis UK","200000","Financial Services  ","Fees and Charges","Services to Place","Commercial","6585.14"
"2017-08-30","ZZP277588","1","814","United Utilities/Diversiona","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Stockport Sports Village, Woodley - On Site","6296.96"
"2017-09-01","ZZP277683","1","6967","Wilde Consultants Ltd","150000","Consultancy   ","Professional Fees","Services to Place","Design Framework Staff","55510"
"2017-09-01","ZZP277684","1","6967","Wilde Consultants Ltd","150000","Consultancy   ","Professional Fees","Services to Place","ECS-Head of Engineering Consultancy Services","52196.2"
"2017-09-01","ZZP277685","1","6748","GEORGE COX & SONS LTD","390000","Supplies and services","Supplies and services","Services to Place","ECS-Buildings Team","16414.5"
"2017-09-01","ZZP277686","1","8106","Tarmac Building Products Ltd","390000","Supplies and services","Supplies and services","Capital Expenditure","STCAP 108 Higher Hillgate Crossing - On Site","36553.6"
"2017-09-01","ZZP277709","1","6342","GREATER MANCHESTER POLICE AUTH","380000","Vehicle Management  ","Vehicle Repairs and Maintenance","Services to Place","Safer Partnerships","6339"
"2017-09-04","ZZP277715","1","3529","Solutions SK Ltd","340000","Stationery    ","Office Expenses","Corporate and Support Services","Civil Resilience","8651.25"
"2017-09-04","ZZP277725","1","909","DWF LLP","150000","Consultancy   ","Professional Fees","Services to Place","Sports Trust","5000"
"2017-09-04","ZZP277749","1","11715","CBRE","150000","Consultancy   ","Professional Fees","Corporate and Support Services","Grand Central Investment Estate","9528"
"2017-09-05","ZZP277768","1","3529","Solutions SK Ltd","240000","Horticultural  ","Grounds Maintenance","Services to Place","Policy-Rights Of Way","1903"
"2017-09-05","ZZP277768","2","3529","Solutions SK Ltd","240000","Horticultural  ","Grounds Maintenance","Services to Place","Policy-Rights Of Way","424"
"2017-09-05","ZZP277768","3","3529","Solutions SK Ltd","240000","Horticultural  ","Grounds Maintenance","Services to Place","Policy-Rights Of Way","1155"
"2017-09-05","ZZP277768","4","3529","Solutions SK Ltd","240000","Horticultural  ","Grounds Maintenance","Services to Place","Policy-Rights Of Way","516"
"2017-09-05","ZZP277768","5","3529","Solutions SK Ltd","240000","Horticultural  ","Grounds Maintenance","Services to Place","Policy-Rights Of Way","846"
"2017-09-05","ZZP277768","6","3529","Solutions SK Ltd","240000","Horticultural  ","Grounds Maintenance","Services to Place","Policy-Rights Of Way","671"
"2017-09-05","ZZP277768","7","3529","Solutions SK Ltd","240000","Horticultural  ","Grounds Maintenance","Services to Place","Policy-Rights Of Way","232"
"2017-09-05","ZZP277768","8","3529","Solutions SK Ltd","240000","Horticultural  ","Grounds Maintenance","Services to Place","Policy-Rights Of Way","1463"
"2017-09-05","ZZP277768","9","3529","Solutions SK Ltd","240000","Horticultural  ","Grounds Maintenance","Services to Place","Policy-Rights Of Way","726"
"2017-09-05","ZZP277775","1","3156","Creative Ideas In Print","290000","Arts & Leisure Services  ","Publicity and Promotion","Corporate and Support Services","I&C Communications","34172.6"
"2017-09-05","ZZP277778","1","10678","Servelec Synergy Ltd","390000","Works - Construction, Repair & Maintenance  ","Fees and Charges","Corporate and Support Services","IT Systems","18000"
"2017-09-05","ZZP277859","1","296","Johns Newsagents","171113","Education Library Books ","Library Equipment","Corporate and Support Services","Library Services Improvement & Resources","5000"
"2017-09-06","ZZP277909","1","3529","Solutions SK Ltd","390000","Supplies and services","Supplies and services","Capital Expenditure","STCAP St Marys Way/New Bridge Lane - On Site","6300"
"2017-09-06","ZZP277921","1","4272","Civica UK Ltd","181800","Environmental Services Technical Equipment ","Furniture and Equipment","Corporate and Support Services","Library Services Improvement & Resources","20910"
"2017-09-06","ZZP277979","1","10611","Wates Construction Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Bridgefield - Light Cinema Incentive","1155620"
"2017-09-07","ZZP278020","1","11973","Virgin Media Ltd","181800","Environmental Services Technical Equipment ","Furniture and Equipment","Corporate and Support Services","IT Trade (Stockport Homes)","5336.53"
"2017-09-07","ZZP278051","1","3156","Creative Ideas In Print","190000","Facilities & Management Services  ","Publicity and Promotion","Corporate and Support Services","POD Communications","15729.1"
"2017-09-07","ZZP278054","1","9177","Inivea Ltd","999999","Fees and Charges","Fees and Charges","Services to Place","Houldsworth Village","6995"
"2017-09-07","ZZP278055","1","628","Life Leisure","999999","UNCLASSIFIED  ","Capital financing costs","Services to Place","U-Uncontrollable Sport Trust","250000"
"2017-09-07","ZZP278072","1","3156","Creative Ideas In Print","190000","Facilities & Management Services  ","Publicity and Promotion","Corporate and Support Services","POD Communications","5579.05"
"2017-09-07","ZZP278104","1","9177","Inivea Ltd","202000","Financial Services Rents ","Rents","Services to Place","Houldsworth Village","69286"
"2017-09-08","ZZP278132","1","12281","Industrial Heritage Stronghold","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","STCAP 702 Wellington Road South (Longshut Lane to","35000"
"2017-09-12","ZZP278237","1","3529","Solutions SK Ltd","240000","Horticultural  ","Grounds Maintenance","Services to Place","Policy-Rights Of Way","21210.3"
"2017-09-12","ZZP278237","2","3529","Solutions SK Ltd","240000","Horticultural  ","Grounds Maintenance","Services to Place","Policy-Rights Of Way","15483.3"
"2017-09-12","ZZP278289","1","3529","Solutions SK Ltd","290000","Arts & Leisure Services  ","Publicity and Promotion","Services to Place","Borough Festive Lights","31581.3"
"2017-09-12","ZZP278298","1","757","Transport for Greater Manchest","390000","Supplies and services","Supplies and services","Capital Expenditure","STCAP 502 M60 Junction 1 Improvements - On Site","22000"
"2017-09-12","ZZP278301","1","3529","Solutions SK Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","5090 Hemphaw Lane Lidl S278 - On Site","7789.25"
"2017-09-13","ZZP278377","1","8106","Tarmac Building Products Ltd","390000","Supplies and services","Supplies and services","Capital Expenditure","004 A6 Viaduct Waterproofing - On Site","92584.1"
"2017-09-13","ZZP278378","1","6967","Wilde Consultants Ltd","150000","Consultancy   ","Professional Fees","Services to Place","Design Framework Staff","27730"
"2017-09-15","ZZP278527","1","11715","CBRE","150000","Consultancy   ","Professional Fees","Corporate and Support Services","Merseyway Shopping Centre","78440"
"2017-09-18","ZZP278600","1","216","Manchester City Council","202100","Financial Services Subscriptions ","Third party payments - Public Sector","Corporate and Support Services","Civil Resilience","52380"
"2017-09-19","ZZP278638","1","12307","Creative Heritage Consultants","150000","Consultancy   ","Professional Fees","Corporate and Support Services","Town Hall Events","7480"
"2017-09-19","ZZP278684","1","683","AECOM Limited","150000","Consultancy   ","Professional Fees","Services to Place","Highways-Network Management","34684"
"2017-09-19","ZZP278686","1","5464","ELECTRICITY NORTH WEST LIMITED","230000","Highway Equipment & Materials    ","Highways Maintenance","Capital Expenditure","STCAP 303 King St West (Gradwell Street to R. Mers","57171.6"
"2017-09-19","ZZP278687","1","12193","Greater Manchester Combined Au","390000","Supplies and services","Supplies and services","Capital Expenditure","STCAP 502 M60 Junction 1 Improvements - On Site","22000"
"2017-09-19","ZZP278688","1","757","Transport for Greater Manchest","390000","Supplies and services","Supplies and services","Capital Expenditure","STCAP 502 M60 Junction 1 Improvements - On Site","13455.1"
